id,post,label,target
1178711860469731328_twitter,<user> white people made it illegal to rape woman you are welcome,0,None
1178813464258723841_twitter,this is why niggas like that get away with shit u missed the whole fucking point he raped a woman so them telling other women to warn them thats wrong tf shit really irks me,0,None
1178755144529268736_twitter,<user> <user> courtney i d love to see a picture of you and obama together what year was it that you meant him and did you ask him about bombing <number> muslim countries and destroying <number>,0,None
1178724314029289472_twitter,considering that i am queer and to an extent neurodivergant i realize that it is a possibility that i could be the target of violence though make no mistake right now i as a white bisexual man have a much lower chance of assault than say a black trans woman,0,None
1178841814255767553_twitter,<user> i will drive my white ass down to dallas from new york and stand right there with you justice botham jean amber guyger murder trial life in prison,0,None
11313761_gab,<user> i could not quit laughing at it yesterday white cucks out in their bass boats risking their lives to save the niggers and mexicans seriously fuck those cucks fuck the brown people and fuck all the non texans who have moved in there oh and fuck the nigger mayor,1,African
11073228_gab,i am offended because nigger faggot kike spic chink gook cracker,1,Other
25319944_gab,just saw on here that he used to go by the name of joker on twitter if so then i am pretty sure i have come across this paki creature in passing before my ban hes not very popular on there is he,1,Other
24772570_gab,this what happens when little adam is way smarter than his fat dyke lib teacher,1,Homosexual
25337115_gab,sacrifices must be made i agree screw that newport smoking fatass mudshark and her ugly mama too,1,Other
1468975_gab,biggest unforced cultural error of the last few years couple of ugly dykes suing christian bakery for refusing to make them a gay wedding cake any potential wedge between trump and the religious right was healed then and there nice work ladies trumpslide meme war maga,1,Homosexual
4583348_gab,the libtard setback for the moslem refugee ban just tells trump what needs to be corrected and who fucking things up for the american people when scalia replacement is named it back to the ban,1,Refugee
1178508709389127680_twitter,ellen page plays a lesbian suffragette in what the sunday times are calling the best queer film since happy together,0,None
1178918143718297601_twitter,<user> we have never seen any fabricates of whites being harassed as breaking news in our countries in my neighborhood one white lady pressed some serious charges against a black boy for harassment after much investigation it was found that she was just lying it wasn t a breakingnews,0,None
7727242_gab,all right faggots why is it that our posts bantzing beaners get so much engagement but when we take the piss out niggers and kikes you all get so silent all of a sudden,1,African
1085130085009711104_twitter,excited for dam with bitches,0,None
1116725294684155905_twitter,ho keep sayin in the1 dior on my bitch and flood myself in saint laurent ⭐ ️ ⚠️,0,None
1176930078426574848_twitter,that nigga rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,0,None
1119072410404311040_twitter,free viewing of ghost bait until whoever is charge at travel channel catches wind of it,0,None
1103419821541244931_twitter,a retard being questioned by good cop and his sidekick bad cop,1,Other
1178672624186138624_twitter,<user> should have been removed the last time he threatened this but making laws against people brown people black people gay people female people sick people poor people homeless people refugee people is more important than protecting our democracy of the people <user>,0,None
1179004832763518976_twitter,<user> <user> coming from someone who finds it necessary to kill all the cows in this country in the name of global warming,0,None
1179029822712029185_twitter,<user> he will take our rights away one at a time banning lgbt rights and then going back to all white segregations and etc his now evangical base is trying to take over america its all bad bad and needs to be stopped,0,None
1178880681683963904_twitter,we owe hillbilly aggy a serious ass whipping a serious one,0,None
1179094473671892994_twitter,<user> <user> the skinnies have not been oppressed ok you acting like them white people when we start saying blm now 😂,0,None
1178781190972559360_twitter,so you are gonna be loud on ig about rapists and stick up for women yet you have raped and abused multiple women including myself and told your mrs i am just your crazy ex and that why i hate you pick a fucken side you sick fuck,0,None
1178796675210592256_twitter,<user> like someone will say nigga to be cool bc it in song but they do not fuck w black ppl you piss them off and they are calling you a nigger it not the same,0,African
1178842469858824192_twitter,that redneck stuff damn hillbilly ppl,1,Other
14357997_gab,shalom aussie goyim my name is gladys berejiklian i call myself an armenian but in fact i am a ratfaced kike looking to implement communism in your country do you like my gallah beak,1,Jewish
11783475_gab,the first white president since were going into skin color now obama was the first nigger president lets return to the good old times,1,African
15782348_gab,there was no islamic holy violence prior to <number> retard slav nigger,1,African
22086860_gab,depeche kike personal hitler remastered video,1,Jewish
8536582_gab,sadiq khan london moslem mayor warns tory police cuts means future terror attacks more likely it is not police cuts that make terror attacks more likely it is the moslems in the uk who make terrorist attacks more likely,0,None
12302647_gab,did you know the only time moslem women can walk before men,0,None
